Localidad;Barrio;Fecha;Farmacia;Direccion;Duración;Teléfono
Madrid;FUENCARRAL-BARRIO DEL PILAR;18/10/2016;999;CL MONASTERIO DE ARLANZA,  20 (Proximo Reina Victoria);SERVICIO DIURNO (DE 9'30 A 23'00);7508042
Madrid;FUENCARRAL-BARRIO DEL PILAR;18/10/2016;598;CL SAN JUAN ORTEGA,9 C/A AV STO.DOMINGO CALZADA (Antes Ctra. de Toledo);SERVICIO DIURNO (DE 9'30 A 23'00);7647232
Madrid;FUENCARRAL-BARRIO DEL PILAR;18/10/2016;841;CL MELCHOR FERNANDEZ ALMAGRO,   8 (Barrio del Pilar);SERVICIO DIURNO (DE 9'30 A 23'00);3145644
Madrid;FUENCARRAL-BARRIO DEL PILAR;18/10/2016;2314;CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL;SERVICIO DIURNO (DE 9'30 A 23'00);4275329
Madrid;MORATALAZ;18/10/2016;1088;CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA);SERVICIO 24 HORAS (DE 9'30 A 9'30);3014702
Madrid;MORATALAZ;18/10/2016;641;CL FUENTE CARRANTONA,  29;SERVICIO DIURNO (DE 9'30 A 23'00);5616041
Madrid;PUEBLO DE VALLECAS;18/10/2016;751;CL PUENTEDEY, 10 (.);SERVICIO 24 HORAS (DE 9'30 A 9'30);4944536
Madrid;PUEBLO DE VALLECAS;18/10/2016;1890;CL REAL DE ARGANDA,  40 (Vallecas Villa);SERVICIO 24 HORAS (DE 9'30 A 9'30);3013297
Madrid;PUEBLO DE VALLECAS;18/10/2016;139;PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos);SERVICIO 24 HORAS (DE 9'30 A 9'30);3320826
Madrid;PUENTE DE VALLECAS-ENTREVIAS;18/10/2016;515;AV MONTE IGUELDO,  14;SERVICIO 24 HORAS (DE 9'30 A 9'30);4339315
Madrid;PUENTE DE VALLECAS-ENTREVIAS;18/10/2016;1764;AV PABLO NERUDA,  91-97 CEN COM MADRID SUR;SERVICIO 24 HORAS (DE 9'30 A 9'30);5079484
Madrid;PUENTE DE VALLECAS-ENTREVIAS;18/10/2016;124;AV PABLO NERUDA,  87;SERVICIO DIURNO (DE 9'30 A 23'00);5073257
Madrid;RETIRO-ARGANZUELA;18/10/2016;1418;CL EMBAJADORES, 197;SERVICIO 24 HORAS (DE 9'30 A 9'30);5306087
Madrid;RETIRO-ARGANZUELA;18/10/2016;187;AV MENENDEZ PELAYO,  45;SERVICIO 24 HORAS (DE 9'30 A 9'30);4095759
Madrid;RETIRO-ARGANZUELA;18/10/2016;2360;PS DELICIAS,   5 (Altura 41 Ps Yeserias);SERVICIO 24 HORAS (DE 9'30 A 9'30);4740702
Madrid;RETIRO-ARGANZUELA;18/10/2016;1678;PZ REYES MAGOS,   6 ESQ CL JULIO REY PASTOR (Espalda Av Mediterraneo, 3);SERVICIO DIURNO (DE 9'30 A 23'00);4330099
Madrid;RETIRO-ARGANZUELA;18/10/2016;2336;PS SANTA MARIA DE LA CABEZA,  64 LC II;SERVICIO DIURNO (DE 9'30 A 23'00);4730672
Madrid;SALAMANCA-VENTAS;18/10/2016;524;CL GOYA,  89;SERVICIO 24 HORAS (DE 9'30 A 9'30);4354958
Madrid;TETUAN-CUATRO CAMINOS;18/10/2016;1346;PS CASTELLANA, 181;SERVICIO 24 HORAS (DE 9'30 A 9'30);5704891
Madrid;TETUAN-CUATRO CAMINOS;18/10/2016;706;AV ASTURIAS, 34 (.);SERVICIO DIURNO (DE 9'30 A 23'00);2810332
Madrid;TETUAN-CUATRO CAMINOS;18/10/2016;317;CL BRAVO MURILLO, 108 (Cuatro Caminos);SERVICIO DIURNO (DE 9'30 A 23'00);5331219
Madrid;USERA-VILLAVERDE;18/10/2016;123;ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4);SERVICIO 24 HORAS (DE 9'30 A 9'30);7237731
Madrid;USERA-VILLAVERDE;18/10/2016;493;CL MARCELO USERA, 114;SERVICIO 24 HORAS (DE 9'30 A 9'30);4756729
Madrid;VICALVARO;18/10/2016;1455;CL MERCURIO,  10;SERVICIO DIURNO (DE 9'30 A 23'00);7764023
Madrid;VICALVARO;18/10/2016;91088;CL FUENTE CARRANTONA, 47-49 (.);SERVICIO NOCTURNO (DE 23'00 A 9,30);
Madrid;VICALVARO;18/10/2016;1473;CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano);SERVICIO DIURNO (DE 9'30 A 21'30);7765026
Madrid;VICALVARO;18/10/2016;931;CL BULEVAR JOSE PRAT,  35 LC.B-26;SERVICIO DIURNO (DE 9'30 A 21'30);7739994
Madrid;VICALVARO;18/10/2016;1566;CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro);SERVICIO DIURNO (DE 9'30 A 21'30);7750011
Madrid;VICALVARO;18/10/2016;1533;AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA);SERVICIO DIURNO (DE 9'30 A 21'30);7753024
Madrid;ARAVACA;19/10/2016;1295;CL BLANCA DE CASTILLA,  11;SERVICIO 24 HORAS (DE 9'30 A 9'30);3576914
Madrid;ARAVACA;19/10/2016;1198;AV VALDEMARIN, 165 LC 4-2;SERVICIO DIURNO (DE 9'30 A 23'00);3070836
Madrid;ARAVACA;19/10/2016;601;AV EUROPA, 30 (ARAVACA);SERVICIO DIURNO (DE 9'30 A 23'00);3513312
Madrid;ARAVACA;19/10/2016;2619;AV VICTORIA, S/N CEN COM SEXTA AVENIDA;SERVICIO DIURNO (DE 9'30 A 23'00);3728818
Madrid;BARAJAS-ALAMEDA DE OSUNA;19/10/2016;19;AV GENERAL,   1 (BARAJAS);SERVICIO DIURNO (DE 9'30 A 23'00);3054120
Madrid;BARAJAS-ALAMEDA DE OSUNA;19/10/2016;1801;CL ALAGON,  11 CO CIERVA (Detras Hotel Barajas);SERVICIO DIURNO (DE 9'30 A 23'00);7477180
Madrid;BARAJAS-ALAMEDA DE OSUNA;19/10/2016;657;T4 AEROPUERTO BARAJAS LC.T2.15;SERVICIO DE 7'00 A 23'00 HORAS;3338357
Madrid;BARAJAS-ALAMEDA DE OSUNA;19/10/2016;1326;AEROPUERTO BARAJAS BULEVAR TERMINAL T2 (Antiguo Terminal Nacional);SERVICIO DE 7'00 A 23'00 HORAS;3054623
Madrid;BARAJAS-ALAMEDA DE OSUNA;19/10/2016;2514;AEROPUERTO BARAJAS, TERM INTER LC 4096-N;SERVICIO DE 7'00 A 23'00 HORAS;3055203
Madrid;CARABANCHEL-LATINA;19/10/2016;2274;AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2;SERVICIO 24 HORAS (DE 9'30 A 9'30);5094389
Madrid;CARABANCHEL-LATINA;19/10/2016;1301;CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral);SERVICIO DIURNO (DE 9'30 A 23'00);5083485
Madrid;CARABANCHEL-LATINA;19/10/2016;1358;AV PADRE PIQUER,   8 (Metro Campamento);SERVICIO DIURNO (DE 9'30 A 23'00);7113442
Madrid;CARABANCHEL-LATINA;19/10/2016;1248;CL OCA,  17 (Metro Oporto-salida Oca);SERVICIO DIURNO (DE 9'30 A 23'00);4714773
Madrid;CENTRO;19/10/2016;331;CL MAYOR,  13;SERVICIO 24 HORAS (DE 9'30 A 9'30);3664616
Madrid;CENTRO;19/10/2016;46;PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana);SERVICIO 24 HORAS (DE 9'30 A 9'30);3692318
Madrid;CENTRO;19/10/2016;913;PS ACACIAS,  69 (Esquina Glorieta Piramides);SERVICIO 24 HORAS (DE 9'30 A 9'30);4744782
Madrid;CENTRO;19/10/2016;439;CL GRAN VIA,  26;SERVICIO DIURNO (DE 9'30 A 23'00);5213148
Madrid;CENTRO;19/10/2016;116;CL PRECIADOS,  14;SERVICIO DIURNO (DE 9'30 A 23'00);5213183
Madrid;CENTRO;19/10/2016;102;PZ PUERTA DEL SOL,  14;SERVICIO DIURNO (DE 9'30 A 23'00);5312514
Madrid;CENTRO;19/10/2016;430;CL GRAN VIA,  56;SERVICIO DIURNO (DE 9'30 A 23'00);5472625
Madrid;CENTRO;19/10/2016;350;CL TOLEDO,  46 (Metro La Latina);SERVICIO DIURNO (DE 9'30 A 23'00);3653458
Madrid;CENTRO;19/10/2016;180;CL ARENAL,  15;SERVICIO DIURNO (DE 9'30 A 23'00);5484513
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;95;AV MACHUPICHU,  37 LC 2 Y 3;SERVICIO 24 HORAS (DE 9'30 A 9'30);3887588
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;624;PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5);SERVICIO 24 HORAS (DE 9'30 A 9'30);5649284
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;1274;CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN);SERVICIO DIURNO (DE 9'30 A 23'00);5199116
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;1773;CL MAR MENOR,  13 (Virgen de la Salud);SERVICIO DIURNO (DE 9'30 A 23'00);3818236
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;1102;PS HABANA,   7 (Semiesq. Ps Castellana 124);SERVICIO DIURNO (DE 9'30 A 23'00);5612244
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;1915;AV PIO XII,   2 LC 21-29 CC ALCAMPO;SERVICIO DIURNO (DE 9'30 A 23'00);3593662
Madrid;CHAMARTIN-HORTALEZA;19/10/2016;412;CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza);SERVICIO DIURNO (DE 9'30 A 23'00);3818898
Madrid;CHAMBERI-MONCLOA;19/10/2016;525;CL PRINCESA,  30;SERVICIO 24 HORAS (DE 9'30 A 9'30);5423388
Madrid;CHAMBERI-MONCLOA;19/10/2016;136;CL CEA BERMUDEZ,  15;SERVICIO 24 HORAS (DE 9'30 A 9'30);5335849
Madrid;CHAMBERI-MONCLOA;19/10/2016;535;CL ELOY GONZALO,  31;SERVICIO 24 HORAS (DE 9'30 A 9'30);4489932
Madrid;CHAMBERI-MONCLOA;19/10/2016;509;CL BLASCO DE GARAY,   5 (Semiesquina Alberto Aguilera);SERVICIO DIURNO (DE 9'30 A 23'00);5474731
Madrid;CHAMBERI-MONCLOA;19/10/2016;55;CL FERRAZ,  13;SERVICIO DIURNO (DE 9'30 A 23'00);5470572
Madrid;CHAMBERI-MONCLOA;19/10/2016;287;CL PRINCESA,  72 (Esq.Hilarion Eslava);SERVICIO DIURNO (DE 9'30 A 23'00);5439463
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;886;CL HERMANOS GARCIA NOBLEJAS,  21;SERVICIO 24 HORAS (DE 9'30 A 9'30);4080164
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;1077;AV DONOSTIARRA,  22 (Barrio Concepcion);SERVICIO 24 HORAS (DE 9'30 A 9'30);4039654
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;589;CL ALCALA, 321;SERVICIO DIURNO (DE 9'30 A 23'00);4511284
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;967;CL ARTURO SORIA, 142 (Entrada General Ricardos, 163 - Metro Oporto);SERVICIO DIURNO (DE 9'30 A 23'00);5106511
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;743;CL SAN TELESFORO,  45-47;SERVICIO DIURNO (DE 9'30 A 23'00);3043416
Madrid;CIUDAD LINEAL-SAN BLAS;19/10/2016;286;CL SAN ROMUALDO,  51;SERVICIO DIURNO (DE 9'30 A 23'00);3759068
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;1870;AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar);SERVICIO 24 HORAS (DE 9'30 A 9'30);3862393
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;598;CL SAN JUAN ORTEGA,9 C/A AV STO.DOMINGO CALZADA (Antes Ctra. de Toledo);SERVICIO DIURNO (DE 9'30 A 23'00);7647232
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;2314;CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL;SERVICIO DIURNO (DE 9'30 A 23'00);4275329
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;999;CL MONASTERIO DE ARLANZA,  20 (Proximo Reina Victoria);SERVICIO DIURNO (DE 9'30 A 23'00);7508042
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;841;CL MELCHOR FERNANDEZ ALMAGRO,   8 (Barrio del Pilar);SERVICIO DIURNO (DE 9'30 A 23'00);3145644
Madrid;FUENCARRAL-BARRIO DEL PILAR;19/10/2016;1408;CL MELCHOR FERNANDEZ ALMAGRO,  84 (Semiesq. Av Betanzos);SERVICIO DIURNO (DE 9'30 A 23'00);7384208
Madrid;MORATALAZ;19/10/2016;1088;CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA);SERVICIO 24 HORAS (DE 9'30 A 9'30);3014702
Madrid;PUEBLO DE VALLECAS;19/10/2016;751;CL PUENTEDEY, 10 (.);SERVICIO 24 HORAS (DE 9'30 A 9'30);4944536
Madrid;PUEBLO DE VALLECAS;19/10/2016;1890;CL REAL DE ARGANDA,  40 (Vallecas Villa);SERVICIO 24 HORAS (DE 9'30 A 9'30);3013297
Madrid;PUEBLO DE VALLECAS;19/10/2016;139;PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos);SERVICIO 24 HORAS (DE 9'30 A 9'30);3320826
Madrid;PUENTE DE VALLECAS-ENTREVIAS;19/10/2016;515;AV MONTE IGUELDO,  14;SERVICIO 24 HORAS (DE 9'30 A 9'30);4339315
Madrid;PUENTE DE VALLECAS-ENTREVIAS;19/10/2016;1764;AV PABLO NERUDA,  91-97 CEN COM MADRID SUR;SERVICIO 24 HORAS (DE 9'30 A 9'30);5079484
Madrid;PUENTE DE VALLECAS-ENTREVIAS;19/10/2016;124;AV PABLO NERUDA,  87;SERVICIO DIURNO (DE 9'30 A 23'00);5073257
Madrid;RETIRO-ARGANZUELA;19/10/2016;2360;PS DELICIAS,   5 (Altura 41 Ps Yeserias);SERVICIO 24 HORAS (DE 9'30 A 9'30);4740702
Madrid;RETIRO-ARGANZUELA;19/10/2016;187;AV MENENDEZ PELAYO,  45;SERVICIO 24 HORAS (DE 9'30 A 9'30);4095759
Madrid;RETIRO-ARGANZUELA;19/10/2016;1418;CL EMBAJADORES, 197;SERVICIO 24 HORAS (DE 9'30 A 9'30);5306087
Madrid;RETIRO-ARGANZUELA;19/10/2016;2336;PS SANTA MARIA DE LA CABEZA,  64 LC II;SERVICIO DIURNO (DE 9'30 A 23'00);4730672
Madrid;RETIRO-ARGANZUELA;19/10/2016;1454;AV MEDITERRANEO,  22;SERVICIO DIURNO (DE 9'30 A 23'00);4337580
Madrid;RETIRO-ARGANZUELA;19/10/2016;909;CL IBIZA,  66;SERVICIO DIURNO (DE 9'30 A 23'00);5731435
Madrid;RETIRO-ARGANZUELA;19/10/2016;1035;CL MENDEZ ALVARO,  64 A;SERVICIO DIURNO (DE 9'30 A 23'00);4677535
Madrid;RETIRO-ARGANZUELA;19/10/2016;1023;CL MENDEZ ALVARO CON CL RETAMA, EST. SUR AUTOBUSES;SERVICIO DIURNO (DE 9'30 A 23'00);0832006
Madrid;SALAMANCA-VENTAS;19/10/2016;892;CL FRANCISCO SILVELA,  36;SERVICIO 24 HORAS (DE 9'30 A 9'30);3563573
Madrid;SALAMANCA-VENTAS;19/10/2016;524;CL GOYA,  89;SERVICIO 24 HORAS (DE 9'30 A 9'30);4354958
Madrid;SALAMANCA-VENTAS;19/10/2016;5;CL ALCALA,  98;SERVICIO DIURNO (DE 9'30 A 23'00);5753123
Madrid;SALAMANCA-VENTAS;19/10/2016;551;CL CONDE DE PE/ALVER,  34 (Esquina a D. Ramon de la Cruz);SERVICIO DIURNO (DE 9'30 A 23'00);4010968
Madrid;SALAMANCA-VENTAS;19/10/2016;289;CL ALCALA, 172 (Entre Manuel Becerra y Ventas);SERVICIO DIURNO (DE 9'30 A 23'00);1626491
Madrid;SALAMANCA-VENTAS;19/10/2016;333;CL ALCALA, 173 (Esquina a Montesa);SERVICIO DIURNO (DE 9'30 A 23'00);4013639
Madrid;SALAMANCA-VENTAS;19/10/2016;363;CL CONDE DE PE/ALVER,  27 (Metro Goya);SERVICIO DIURNO (DE 9'30 A 23'00);4024301
Madrid;SALAMANCA-VENTAS;19/10/2016;279;CL VELAZQUEZ,  70;SERVICIO DIURNO (DE 9'30 A 23'00);4351347
Madrid;SALAMANCA-VENTAS;19/10/2016;119;CL NARVAEZ,   3 (Esquina a Goya);SERVICIO DIURNO (DE 9'30 A 23'00);5770032
Madrid;TETUAN-CUATRO CAMINOS;19/10/2016;1346;PS CASTELLANA, 181;SERVICIO 24 HORAS (DE 9'30 A 9'30);5704891
Madrid;TETUAN-CUATRO CAMINOS;19/10/2016;706;AV ASTURIAS, 34 (.);SERVICIO DIURNO (DE 9'30 A 23'00);2810332
Madrid;TETUAN-CUATRO CAMINOS;19/10/2016;317;CL BRAVO MURILLO, 108 (Cuatro Caminos);SERVICIO DIURNO (DE 9'30 A 23'00);5331219
Madrid;TETUAN-CUATRO CAMINOS;19/10/2016;487;CL JUAN DE OLIAS, 1 (Semiesq.Bravo Murillo 170 - metro Estrecho);SERVICIO DIURNO (DE 9'30 A 23'00);5793034
Madrid;USERA-VILLAVERDE;19/10/2016;123;ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4);SERVICIO 24 HORAS (DE 9'30 A 9'30);7237731
Madrid;USERA-VILLAVERDE;19/10/2016;493;CL MARCELO USERA, 114;SERVICIO 24 HORAS (DE 9'30 A 9'30);4756729
Madrid;VICALVARO;19/10/2016;1455;CL MERCURIO,  10;SERVICIO DIURNO (DE 9'30 A 23'00);7764023
Madrid;VICALVARO;19/10/2016;91088;CL FUENTE CARRANTONA, 47-49 (.);SERVICIO NOCTURNO (DE 23'00 A 9,30);
Madrid;VICALVARO;19/10/2016;1473;CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano);SERVICIO DIURNO (DE 9'30 A 21'30);7765026
Madrid;VICALVARO;19/10/2016;931;CL BULEVAR JOSE PRAT,  35 LC.B-26;SERVICIO DIURNO (DE 9'30 A 21'30);7739994
Madrid;VICALVARO;19/10/2016;1566;CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro);SERVICIO DIURNO (DE 9'30 A 21'30);7750011
Madrid;VICALVARO;19/10/2016;1533;AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA);SERVICIO DIURNO (DE 9'30 A 21'30);7753024
Madrid;ARAVACA;20/10/2016;1295;CL BLANCA DE CASTILLA,  11;SERVICIO 24 HORAS (DE 9'30 A 9'30);3576914
Madrid;ARAVACA;20/10/2016;1198;AV VALDEMARIN, 165 LC 4-2;SERVICIO DIURNO (DE 9'30 A 23'00);3070836
Madrid;ARAVACA;20/10/2016;601;AV EUROPA, 30 (ARAVACA);SERVICIO DIURNO (DE 9'30 A 23'00);3513312
Madrid;ARAVACA;20/10/2016;2619;AV VICTORIA, S/N CEN COM SEXTA AVENIDA;SERVICIO DIURNO (DE 9'30 A 23'00);3728818
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/10/2016;19;AV GENERAL,   1 (BARAJAS);SERVICIO DIURNO (DE 9'30 A 23'00);3054120
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/10/2016;677;CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY;SERVICIO DIURNO (DE 9'30 A 23'00);3676575
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/10/2016;657;T4 AEROPUERTO BARAJAS LC.T2.15;SERVICIO DE 7'00 A 23'00 HORAS;3338357
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/10/2016;1326;AEROPUERTO BARAJAS BULEVAR TERMINAL T2 (Antiguo Terminal Nacional);SERVICIO DE 7'00 A 23'00 HORAS;3054623
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/10/2016;2514;AEROPUERTO BARAJAS, TERM INTER LC 4096-N;SERVICIO DE 7'00 A 23'00 HORAS;3055203
Madrid;CARABANCHEL-LATINA;20/10/2016;2274;AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2;SERVICIO 24 HORAS (DE 9'30 A 9'30);5094389
Madrid;CARABANCHEL-LATINA;20/10/2016;1248;CL OCA,  17 (Metro Oporto-salida Oca);SERVICIO DIURNO (DE 9'30 A 23'00);4714773
Madrid;CARABANCHEL-LATINA;20/10/2016;1301;CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral);SERVICIO DIURNO (DE 9'30 A 23'00);5083485
Madrid;CARABANCHEL-LATINA;20/10/2016;1358;AV PADRE PIQUER,   8 (Metro Campamento);SERVICIO DIURNO (DE 9'30 A 23'00);7113442
Madrid;CENTRO;20/10/2016;331;CL MAYOR,  13;SERVICIO 24 HORAS (DE 9'30 A 9'30);3664616
Madrid;CENTRO;20/10/2016;913;PS ACACIAS,  69 (Esquina Glorieta Piramides);SERVICIO 24 HORAS (DE 9'30 A 9'30);4744782
Madrid;CENTRO;20/10/2016;46;PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana);SERVICIO 24 HORAS (DE 9'30 A 9'30);3692318
Madrid;CENTRO;20/10/2016;180;CL ARENAL,  15;SERVICIO DIURNO (DE 9'30 A 23'00);5484513
Madrid;CENTRO;20/10/2016;439;CL GRAN VIA,  26;SERVICIO DIURNO (DE 9'30 A 23'00);5213148
Madrid;CENTRO;20/10/2016;430;CL GRAN VIA,  56;SERVICIO DIURNO (DE 9'30 A 23'00);5472625
Madrid;CENTRO;20/10/2016;116;CL PRECIADOS,  14;SERVICIO DIURNO (DE 9'30 A 23'00);5213183
Madrid;CENTRO;20/10/2016;350;CL TOLEDO,  46 (Metro La Latina);SERVICIO DIURNO (DE 9'30 A 23'00);3653458
Madrid;CENTRO;20/10/2016;102;PZ PUERTA DEL SOL,  14;SERVICIO DIURNO (DE 9'30 A 23'00);5312514
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;624;PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5);SERVICIO 24 HORAS (DE 9'30 A 9'30);5649284
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;95;AV MACHUPICHU,  37 LC 2 Y 3;SERVICIO 24 HORAS (DE 9'30 A 9'30);3887588
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;1274;CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN);SERVICIO DIURNO (DE 9'30 A 23'00);5199116
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;1915;AV PIO XII,   2 LC 21-29 CC ALCAMPO;SERVICIO DIURNO (DE 9'30 A 23'00);3593662
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;1102;PS HABANA,   7 (Semiesq. Ps Castellana 124);SERVICIO DIURNO (DE 9'30 A 23'00);5612244
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;412;CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza);SERVICIO DIURNO (DE 9'30 A 23'00);3818898
Madrid;CHAMARTIN-HORTALEZA;20/10/2016;1773;CL MAR MENOR,  13 (Virgen de la Salud);SERVICIO DIURNO (DE 9'30 A 23'00);3818236
Madrid;CHAMBERI-MONCLOA;20/10/2016;136;CL CEA BERMUDEZ,  15;SERVICIO 24 HORAS (DE 9'30 A 9'30);5335849
Madrid;CHAMBERI-MONCLOA;20/10/2016;535;CL ELOY GONZALO,  31;SERVICIO 24 HORAS (DE 9'30 A 9'30);4489932
Madrid;CHAMBERI-MONCLOA;20/10/2016;525;CL PRINCESA,  30;SERVICIO 24 HORAS (DE 9'30 A 9'30);5423388
Madrid;CHAMBERI-MONCLOA;20/10/2016;287;CL PRINCESA,  72 (Esq.Hilarion Eslava);SERVICIO DIURNO (DE 9'30 A 23'00);5439463
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;886;CL HERMANOS GARCIA NOBLEJAS,  21;SERVICIO 24 HORAS (DE 9'30 A 9'30);4080164
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;1077;AV DONOSTIARRA,  22 (Barrio Concepcion);SERVICIO 24 HORAS (DE 9'30 A 9'30);4039654
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;589;CL ALCALA, 321;SERVICIO DIURNO (DE 9'30 A 23'00);4511284
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;967;CL ARTURO SORIA, 142 (Entrada General Ricardos, 163 - Metro Oporto);SERVICIO DIURNO (DE 9'30 A 23'00);5106511
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;743;CL SAN TELESFORO,  45-47;SERVICIO DIURNO (DE 9'30 A 23'00);3043416
Madrid;CIUDAD LINEAL-SAN BLAS;20/10/2016;286;CL SAN ROMUALDO,  51;SERVICIO DIURNO (DE 9'30 A 23'00);3759068
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;1870;AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar);SERVICIO 24 HORAS (DE 9'30 A 9'30);3862393
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;1408;CL MELCHOR FERNANDEZ ALMAGRO,  84 (Semiesq. Av Betanzos);SERVICIO DIURNO (DE 9'30 A 23'00);7384208
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;999;CL MONASTERIO DE ARLANZA,  20 (Proximo Reina Victoria);SERVICIO DIURNO (DE 9'30 A 23'00);7508042
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;598;CL SAN JUAN ORTEGA,9 C/A AV STO.DOMINGO CALZADA (Antes Ctra. de Toledo);SERVICIO DIURNO (DE 9'30 A 23'00);7647232
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;841;CL MELCHOR FERNANDEZ ALMAGRO,   8 (Barrio del Pilar);SERVICIO DIURNO (DE 9'30 A 23'00);3145644
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/10/2016;2314;CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL;SERVICIO DIURNO (DE 9'30 A 23'00);4275329
Madrid;MORATALAZ;20/10/2016;1088;CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA);SERVICIO 24 HORAS (DE 9'30 A 9'30);3014702
Madrid;MORATALAZ;20/10/2016;1371;CL CORREGIDOR JUAN BOBADILLA,  10 (Entrada por Camino Vinateros,119);SERVICIO DIURNO (DE 9'30 A 23'00);7732074
Madrid;PUEBLO DE VALLECAS;20/10/2016;751;CL PUENTEDEY, 10 (.);SERVICIO 24 HORAS (DE 9'30 A 9'30);4944536
Madrid;PUEBLO DE VALLECAS;20/10/2016;1890;CL REAL DE ARGANDA,  40 (Vallecas Villa);SERVICIO 24 HORAS (DE 9'30 A 9'30);3013297
Madrid;PUEBLO DE VALLECAS;20/10/2016;139;PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos);SERVICIO 24 HORAS (DE 9'30 A 9'30);3320826
Madrid;PUENTE DE VALLECAS-ENTREVIAS;20/10/2016;515;AV MONTE IGUELDO,  14;SERVICIO 24 HORAS (DE 9'30 A 9'30);4339315
